Task_ID,Task_Name,Description,Assigned_To,Progress,Priority,Completion_Time,Deadline,User_Sentiment
T1102,Task 001 of Bridge Maintenance Project 035,"Task 001 involves critical work for the Bridge Maintenance Project 035. This task has a medium priority and is expected to be completed in approximately 14 hours. The deadline for this task is 2024-07-31. Current user sentiment is 'content', which may impact performance.",Eve,1.0,Medium,14,2024-07-31,Content
T1103,Task 002 of Bridge Maintenance Project 035,"Task 002 involves critical work for the Bridge Maintenance Project 035. This task has a low priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2024-07-31. Current user sentiment is 'content', which may impact performance.",Grace,1.0,Low,11,2024-07-31,Content
T1104,Task 003 of Bridge Maintenance Project 035,"Task 003 involves critical work for the Bridge Maintenance Project 035. This task has a high priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2025-04-26. Current user sentiment is 'frustrated', which may impact performance.",David,0.29,High,40,2025-04-26,Frustrated
T1105,Task 001 of Office Building Renovation Project 036,"Task 001 involves critical work for the Office Building Renovation Project 036. This task has a high priority and is expected to be completed in approximately 8 hours. The deadline for this task is 2024-07-10. Current user sentiment is 'focused', which may impact performance.",Alice,0.79,High,8,2024-07-10,Focused
T1106,Task 002 of Office Building Renovation Project 036,"Task 002 involves critical work for the Office Building Renovation Project 036. This task has a medium priority and is expected to be completed in approximately 16 hours. The deadline for this task is 2024-07-29. Current user sentiment is 'hopeful', which may impact performance.",Frank,0.64,Medium,16,2024-07-29,Hopeful
T1107,Task 003 of Office Building Renovation Project 036,"Task 003 involves critical work for the Office Building Renovation Project 036. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-06-28. Current user sentiment is 'focused', which may impact performance.",Ivy,1.0,High,32,2024-06-28,Focused
T1108,Task 001 of Apartment Complex Development Project 037,"Task 001 involves critical work for the Apartment Complex Development Project 037. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2024-07-31. Current user sentiment is 'anxious', which may impact performance.",Ivy,0.09,Medium,12,2024-07-31,Anxious
T1109,Task 002 of Apartment Complex Development Project 037,"Task 002 involves critical work for the Apartment Complex Development Project 037. This task has a high priority and is expected to be completed in approximately 15 hours. The deadline for this task is 2024-05-25. Current user sentiment is 'focused', which may impact performance.",Grace,1.0,High,15,2024-05-25,Focused
T1110,Task 003 of Apartment Complex Development Project 037,"Task 003 involves critical work for the Apartment Complex Development Project 037. This task has a high priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2024-06-13. Current user sentiment is 'neutral', which may impact performance.",Ivy,0.33,High,2,2024-06-13,Neutral
T1111,Task 001 of Commercial Center Construction Project 038,"Task 001 involves critical work for the Commercial Center Construction Project 038. This task has a medium priority and is expected to be completed in approximately 14 hours. The deadline for this task is 2024-03-01. Current user sentiment is 'content', which may impact performance.",Alice,0.93,Medium,14,2024-03-01,Content
T1112,Task 002 of Commercial Center Construction Project 038,"Task 002 involves critical work for the Commercial Center Construction Project 038. This task has a low priority and is expected to be completed in approximately 38 hours. The deadline for this task is 2024-03-19. Current user sentiment is 'satisfied', which may impact performance.",Charlie,1.0,Low,38,2024-03-19,Satisfied
T1113,Task 003 of Commercial Center Construction Project 038,"Task 003 involves critical work for the Commercial Center Construction Project 038. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-03-04. Current user sentiment is 'frustrated', which may impact performance.",Charlie,0.21,High,32,2024-03-04,Frustrated
T1114,Task 001 of Highway Reconstruction Project 039,"Task 001 involves critical work for the Highway Reconstruction Project 039. This task has a high priority and is expected to be completed in approximately 39 hours. The deadline for this task is 2024-03-23. Current user sentiment is 'relieved', which may impact performance.",Charlie,1.0,High,39,2024-03-23,Relieved
T1115,Task 002 of Highway Reconstruction Project 039,"Task 002 involves critical work for the Highway Reconstruction Project 039. This task has a high priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2024-03-31. Current user sentiment is 'anxious', which may impact performance.",Ivy,0.24,High,2,2024-03-31,Anxious
T1116,Task 003 of Highway Reconstruction Project 039,"Task 003 involves critical work for the Highway Reconstruction Project 039. This task has a medium priority and is expected to be completed in approximately 6 hours. The deadline for this task is 2024-04-03. Current user sentiment is 'satisfied', which may impact performance.",Eve,1.0,Medium,6,2024-04-03,Satisfied
T1117,Task 001 of Airport Expansion Project 040,"Task 001 involves critical work for the Airport Expansion Project 040. This task has a medium priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'overwhelmed', which may impact performance.",David,0.24,Medium,21,2024-09-25,Overwhelmed
T1118,Task 002 of Airport Expansion Project 040,"Task 002 involves critical work for the Airport Expansion Project 040. This task has a medium priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-07-29. Current user sentiment is 'anxious', which may impact performance.",David,0.29,Medium,21,2024-07-29,Anxious
T1119,Task 003 of Airport Expansion Project 040,"Task 003 involves critical work for the Airport Expansion Project 040. This task has a high priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-08-14. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.54,High,21,2024-08-14,Hopeful
T1120,Task 001 of Shopping Mall Renovation Project 041,"Task 001 involves critical work for the Shopping Mall Renovation Project 041. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-03-21. Current user sentiment is 'relieved', which may impact performance.",Eve,1.0,High,32,2024-03-21,Relieved
T1121,Task 002 of Shopping Mall Renovation Project 041,"Task 002 involves critical work for the Shopping Mall Renovation Project 041. This task has a medium priority and is expected to be completed in approximately 30 hours. The deadline for this task is 2024-03-21. Current user sentiment is 'satisfied', which may impact performance.",Eve,0.93,Medium,30,2024-03-21,Satisfied
T1122,Task 003 of Shopping Mall Renovation Project 041,"Task 003 involves critical work for the Shopping Mall Renovation Project 041. This task has a medium priority and is expected to be completed in approximately 28 hours. The deadline for this task is 2024-03-21. Current user sentiment is 'content', which may impact performance.",Alice,0.8,Medium,28,2024-03-21,Content
